input	0
GRMZM2G073836	Zm00001d016000
GRMZM2G073892	Zm00001d018571
GRMZM2G073982	Zm00001d045378
GRMZM2G074032	Zm00001d047976
GRMZM2G074124	Zm00001d013661	Zm00001d013662	Zm00001d013663
GRMZM2G074358	Zm00001d036364
GRMZM2G074373	Zm00001d041142
GRMZM2G074438	Zm00001d036807
GRMZM2G074501	Zm00001d034091
GRMZM2G074543	Zm00001d013895
GRMZM2G074645	Zm00001d010060
GRMZM2G074773	Zm00001d026648
GRMZM2G074793	Zm00001d025485
GRMZM2G074908	Zm00001d042892
GRMZM2G075064	Zm00001d036883
GRMZM2G075122	Zm00001d006945
GRMZM2G075499	Zm00001d051891
GRMZM2G075562	Zm00001d017885
GRMZM2G075956	Zm00001d012260
GRMZM2G076272	Zm00001d046223
GRMZM2G076327	Zm00001d030364
GRMZM2G076602	Zm00001d026448
GRMZM2G076636	Zm00001d009013
GRMZM2G076657	Zm00001d041740
GRMZM2G076896	Zm00001d053195
GRMZM2G077002	Zm00001d002790
GRMZM2G077045	Zm00001d028178
GRMZM2G077124	Zm00001d022550
GRMZM2G077147	Zm00001d033815
GRMZM2G077752	Zm00001d011843
GRMZM2G077755	Zm00001d018045
GRMZM2G077789	Zm00001d038338
GRMZM2G078077	Zm00001d051216
GRMZM2G078274	Zm00001d001879
GRMZM2G078691	Zm00001d020874
GRMZM2G078820	Zm00001d036768
GRMZM2G078954	Zm00001d037315
GRMZM2G079123	Zm00001d032206
GRMZM2G079185	Zm00001d013625
GRMZM2G079365	Zm00001d053162
GRMZM2G079458	Zm00001d008602
GRMZM2G079470	Zm00001d029855
GRMZM2G079632	Zm00001d019207
GRMZM2G079653	Zm00001d015639
GRMZM2G079727	Zm00001d043589
GRMZM2G079768	Zm00001d050269
GRMZM2G079825	Zm00001d003871
GRMZM2G080054	Zm00001d002288
GRMZM2G080111	Zm00001d015664
GRMZM2G080168	Zm00001d049158
GRMZM2G080295	Zm00001d006209
GRMZM2G080509	Zm00001d036494
GRMZM2G080516	Zm00001d026191
GRMZM2G080583	Zm00001d043902
GRMZM2G080731	Zm00001d010658
GRMZM2G081127	Zm00001d008176
GRMZM2G081158	Zm00001d031064
GRMZM2G081406	Zm00001d051172
GRMZM2G081445	Zm00001d001894
GRMZM2G081557	Zm00001d026197
GRMZM2G081671	Zm00001d046947
GRMZM2G081782	Zm00001d021842
GRMZM2G081812	Zm00001d006344
GRMZM2G081816	Zm00001d044242
GRMZM2G081892	Zm00001d008545	Zm00001d008546
GRMZM2G081919	Zm00001d042910
GRMZM2G081930	Zm00001d003052
GRMZM2G082227	Zm00001d027409
GRMZM2G082264	Zm00001d020384
GRMZM2G082318	Zm00001d022266
GRMZM2G082343	Zm00001d013370
GRMZM2G082387	Zm00001d042127
GRMZM2G082490	Zm00001d012703
GRMZM2G082586	Zm00001d020790
GRMZM2G082630	Zm00001d031818
GRMZM2G082709	Zm00001d030023
GRMZM2G083239	Zm00001d040426
GRMZM2G083347	Zm00001d023669
GRMZM2G083350	Zm00001d008794
GRMZM2G083374	Zm00001d039612
GRMZM2G083504	Zm00001d006065
GRMZM2G083717	Zm00001d034888
GRMZM2G083886	Zm00001d018208
GRMZM2G083964	Zm00001d034872
GRMZM2G084014	Zm00001d020923
GRMZM2G084130	Zm00001d013200
GRMZM2G084264	Zm00001d037165
GRMZM2G084583	Zm00001d032024
GRMZM2G084684	Zm00001d016604
GRMZM2G084799	Zm00001d028850
GRMZM2G085427	Zm00001d028380
GRMZM2G085467	Zm00001d020932
GRMZM2G085678	Zm00001d015759
GRMZM2G085751	Zm00001d053391
GRMZM2G085873	Zm00001d033508
GRMZM2G085964	Zm00001d037941
GRMZM2G086072	Zm00001d027709
GRMZM2G086277	Zm00001d036297
GRMZM2G086474	Zm00001d026046
GRMZM2G086530	Zm00001d026034
GRMZM2G086573	Zm00001d002025
GRMZM2G086768	Zm00001d037315
GRMZM2G086880	Zm00001d011406
GRMZM2G086949	Zm00001d026540
GRMZM2G086994	Zm00001d040302
GRMZM2G087032	Zm00001d042363
GRMZM2G087040	Zm00001d016848
GRMZM2G087059	Zm00001d003884
GRMZM2G087095	Zm00001d034047
GRMZM2G087741	Zm00001d040611
GRMZM2G087787	Zm00001d037356
GRMZM2G087804	Zm00001d039260
GRMZM2G087817	Zm00001d044330
GRMZM2G087955	Zm00001d005300
GRMZM2G088005	Zm00001d013777
GRMZM2G088140	Zm00001d024041	Zm00001d024043
GRMZM2G088189	Zm00001d014989
GRMZM2G088242	Zm00001d005843
GRMZM2G088309	Zm00001d028216
GRMZM2G088413	Zm00001d033314
GRMZM2G088427	Zm00001d033314
GRMZM2G088440	Zm00001d005763
GRMZM2G088443	Zm00001d039764
GRMZM2G088524	Zm00001d029963
GRMZM2G088783	Zm00001d043687
GRMZM2G089050	Zm00001d014705
GRMZM2G089106	Zm00001d049625
GRMZM2G089244	Zm00001d053060
GRMZM2G089361	Zm00001d013119
GRMZM2G089406	Zm00001d010967
GRMZM2G089501	Zm00001d020834
GRMZM2G089525	Zm00001d044168
GRMZM2G089557	Zm00001d021990
GRMZM2G089619	Zm00001d003645
GRMZM2G089636	Zm00001d035671
GRMZM2G089638	Zm00001d041866
GRMZM2G089662	Zm00001d035670
GRMZM2G089686	Zm00001d048383
GRMZM2G089782	Zm00001d041498
GRMZM2G089812	Zm00001d028432
GRMZM2G089850	Zm00001d020837
GRMZM2G089949	Zm00001d040362
GRMZM2G089995	Zm00001d049364
GRMZM2G090230	Zm00001d026106
GRMZM2G090332	Zm00001d002494
GRMZM2G090594	Zm00001d024376
GRMZM2G090595	Zm00001d017560
GRMZM2G090837	Zm00001d005307
GRMZM2G091003	Zm00001d051509
GRMZM2G091201	Zm00001d038288
GRMZM2G091331	Zm00001d026252
GRMZM2G091433	Zm00001d052621
GRMZM2G091490	Zm00001d036050
GRMZM2G091656	Zm00001d053163
GRMZM2G091964	Zm00001d033602
GRMZM2G092091	Zm00001d033870
GRMZM2G092137	Zm00001d020025
GRMZM2G092214	Zm00001d042305
GRMZM2G092363	Zm00001d024200
GRMZM2G092409	Zm00001d020688
GRMZM2G092465	Zm00001d035084
GRMZM2G092483	Zm00001d027678
GRMZM2G092517	Zm00001d043036
GRMZM2G092542	Zm00001d027679
GRMZM2G092609	Zm00001d016732
GRMZM2G092694	Zm00001d008190	Zm00001d008191
GRMZM2G093020	Zm00001d030577
GRMZM2G093305	Zm00001d028537
GRMZM2G093595	Zm00001d038001
GRMZM2G093647	Zm00001d037999
GRMZM2G093660	Zm00001d037998
GRMZM2G093725	Zm00001d034653
GRMZM2G093744	Zm00001d024679
GRMZM2G093789	Zm00001d036551
GRMZM2G093895	Zm00001d023565
GRMZM2G094067	Zm00001d016814
GRMZM2G094081	Zm00001d041158
GRMZM2G094241	Zm00001d010948
GRMZM2G094352	Zm00001d024160
GRMZM2G094892	Zm00001d038863
GRMZM2G094935	Zm00001d038812
GRMZM2G095078	Zm00001d019166
GRMZM2G095239	Zm00001d013694
GRMZM2G095299	Zm00001d017147
GRMZM2G095598	Zm00001d003162
GRMZM2G095899	Zm00001d033407
GRMZM2G095904	Zm00001d017268
GRMZM2G095982	Zm00001d048889
GRMZM2G096016	Zm00001d007882
GRMZM2G096064	Zm00001d010264
GRMZM2G096358	Zm00001d008528
GRMZM2G096600	Zm00001d010713
GRMZM2G096610	Zm00001d025033
GRMZM2G096709	Zm00001d021362
GRMZM2G096759	Zm00001d039185
GRMZM2G097059	Zm00001d021057
GRMZM2G097081	Zm00001d052102
GRMZM2G097182	Zm00001d041981
GRMZM2G097275	Zm00001d015233
GRMZM2G097349	Zm00001d033005
GRMZM2G097456	Zm00001d021998
GRMZM2G097636	Zm00001d026203
GRMZM2G097638	Zm00001d026204
GRMZM2G097683	Zm00001d014762
GRMZM2G097788	Zm00001d028445
GRMZM2G098063	Zm00001d033313
GRMZM2G098179	Zm00001d047182
GRMZM2G098442	Zm00001d025957
GRMZM2G098443	Zm00001d010077
GRMZM2G098517	Zm00001d021946
GRMZM2G098557	Zm00001d052905
GRMZM2G098594	Zm00001d035965
GRMZM2G098696	Zm00001d052738
GRMZM2G098784	Zm00001d047813
GRMZM2G098800	Zm00001d051387
GRMZM2G098813	Zm00001d026231
GRMZM2G098884	Zm00001d049495
GRMZM2G098904	Zm00001d015421
GRMZM2G098986	Zm00001d031625
GRMZM2G099144	Zm00001d003583
GRMZM2G099319	Zm00001d031182
GRMZM2G099408	Zm00001d048894
GRMZM2G099461	Zm00001d039581
GRMZM2G099522	Zm00001d028217
GRMZM2G099577	Zm00001d046053	Zm00001d046054
GRMZM2G099593	Zm00001d005057
GRMZM2G099622	Zm00001d006619
GRMZM2G099797	Zm00001d028265
GRMZM2G099862	Zm00001d007465
GRMZM2G100176	Zm00001d018698
GRMZM2G100318	Zm00001d012128
GRMZM2G100583	Zm00001d049860
GRMZM2G100593	Zm00001d018038
GRMZM2G100709	Zm00001d036638
GRMZM2G100727	Zm00001d038320
GRMZM2G100794	Zm00001d004651
GRMZM2G100982	Zm00001d009622
GRMZM2G101058	Zm00001d047081
GRMZM2G101350	Zm00001d017778
GRMZM2G101405	Zm00001d043663
GRMZM2G101499	Zm00001d036692
GRMZM2G101511	Zm00001d049822
GRMZM2G101806	Zm00001d049319
GRMZM2G102059	Zm00001d002562
GRMZM2G102161	Zm00001d048082
GRMZM2G102218	Zm00001d048083
GRMZM2G102514	Zm00001d021927
GRMZM2G102583	Zm00001d004086
GRMZM2G102790	Zm00001d035918
GRMZM2G102845	Zm00001d015243
GRMZM2G102938	Zm00001d035921	Zm00001d035922
GRMZM2G103085	Zm00001d018158
GRMZM2G103647	Zm00001d046937
GRMZM2G103783	Zm00001d020947
GRMZM2G104074	Zm00001d046126
GRMZM2G104078	Zm00001d050960
GRMZM2G104204	Zm00001d021934
GRMZM2G104246	Zm00001d012688
GRMZM2G104260	Zm00001d026486
GRMZM2G104268	Zm00001d026485
GRMZM2G104342	Zm00001d013385
GRMZM2G104390	Zm00001d009193
GRMZM2G104396	Zm00001d041491
GRMZM2G104400	Zm00001d010227
GRMZM2G104516	Zm00001d031985
GRMZM2G104551	Zm00001d021296
GRMZM2G104789	Zm00001d013164
GRMZM2G104866	Zm00001d046651
GRMZM2G105004	Zm00001d025757
GRMZM2G105092	Zm00001d047330
GRMZM2G105137	Zm00001d002750
GRMZM2G105140	Zm00001d044171
GRMZM2G105224	Zm00001d043243
GRMZM2G105266	Zm00001d042588
GRMZM2G105317	Zm00001d007436
GRMZM2G105335	Zm00001d052112
GRMZM2G105348	Zm00001d016255
GRMZM2G105387	Zm00001d049691	Zm00001d049692
GRMZM2G105641	Zm00001d018035
GRMZM2G105834	Zm00001d047995
GRMZM2G106026	Zm00001d029586
GRMZM2G106185	Zm00001d017563
GRMZM2G106204	Zm00001d018829
GRMZM2G106276	Zm00001d045400
GRMZM2G106336	Zm00001d048681
GRMZM2G106356	Zm00001d048682
GRMZM2G106548	Zm00001d021824	Zm00001d021826
GRMZM2G106558	Zm00001d032240
GRMZM2G106560	Zm00001d007329
GRMZM2G106591	Zm00001d036889
GRMZM2G106613	Zm00001d042212
GRMZM2G106653	Zm00001d017165
GRMZM2G106673	Zm00001d049367	Zm00001d049369
GRMZM2G106798	Zm00001d049165
GRMZM2G107031	Zm00001d031725
GRMZM2G107276	Zm00001d032213
GRMZM2G107491	Zm00001d012049
GRMZM2G107560	Zm00001d006150
GRMZM2G107886	Zm00001d045661
GRMZM2G108424	Zm00001d043696
GRMZM2G108798	Zm00001d036426
GRMZM2G108818	Zm00001d020577
GRMZM2G108865	Zm00001d034163
GRMZM2G108892	Zm00001d024627	Zm00001d024628
GRMZM2G108933	Zm00001d042920
GRMZM2G108959	Zm00001d053124
GRMZM2G109354	Zm00001d010309
GRMZM2G109480	Zm00001d027939
GRMZM2G109509	Zm00001d027509	Zm00001d027510
GRMZM2G109627	Zm00001d008399
GRMZM2G109869	Zm00001d002573
GRMZM2G109879	Zm00001d004358
GRMZM2G109987	Zm00001d048527
GRMZM2G110067	Zm00001d029474
GRMZM2G110107	Zm00001d005871
GRMZM2G110135	Zm00001d031270
GRMZM2G110153	Zm00001d042618
GRMZM2G110242	Zm00001d005737
GRMZM2G110333	Zm00001d018305
GRMZM2G110402	Zm00001d036796
GRMZM2G110541	Zm00001d017412
GRMZM2G110579	Zm00001d017513
GRMZM2G110582	Zm00001d046323
GRMZM2G110913	Zm00001d028413
GRMZM2G111045	Zm00001d051269
GRMZM2G111117	Zm00001d050400
GRMZM2G111123	Zm00001d044355
GRMZM2G111136	Zm00001d015451
GRMZM2G111146	Zm00001d017677
GRMZM2G111204	Zm00001d005584
GRMZM2G111306	Zm00001d010889
GRMZM2G111354	Zm00001d012788	Zm00001d012789
GRMZM2G111415	Zm00001d052026
GRMZM2G111666	Zm00001d043699
GRMZM2G111696	Zm00001d038704
GRMZM2G111711	Zm00001d046805
GRMZM2G111731	Zm00001d040423
GRMZM2G111760	Zm00001d014938
GRMZM2G111770	Zm00001d025684
GRMZM2G111906	Zm00001d036356
GRMZM2G111964	Zm00001d008942
GRMZM2G112263	Zm00001d028849	Zm00001d028854
GRMZM2G112483	Zm00001d003180
GRMZM2G112548	Zm00001d013151
GRMZM2G112629	Zm00001d040148
GRMZM2G112681	Zm00001d008817
GRMZM2G112799	Zm00001d012427
GRMZM2G113060	Zm00001d048208
GRMZM2G113078	Zm00001d011134
GRMZM2G113098	Zm00001d029896
GRMZM2G113127	Zm00001d031310
GRMZM2G113257	Zm00001d005919
GRMZM2G113742	Zm00001d032384
GRMZM2G113779	Zm00001d006451
GRMZM2G113860	Zm00001d047334
GRMZM2G113888	Zm00001d044836
GRMZM2G113950	Zm00001d051879
GRMZM2G114137	Zm00001d013443
GRMZM2G114444	Zm00001d044216
GRMZM2G114461	Zm00001d022142
GRMZM2G114613	Zm00001d041474
GRMZM2G114660	Zm00001d051371
GRMZM2G114680	Zm00001d046783
GRMZM2G114688	Zm00001d021945
GRMZM2G114775	Zm00001d034751
GRMZM2G114820	Zm00001d047339
GRMZM2G114850	Zm00001d041472
GRMZM2G114873	Zm00001d042482
GRMZM2G114998	Zm00001d051439
GRMZM2G115070	Zm00001d034946	Zm00001d034947
GRMZM2G115388	Zm00001d005786
GRMZM2G115456	Zm00001d034886
GRMZM2G115516	Zm00001d034353
GRMZM2G115721	Zm00001d046246
GRMZM2G115859	Zm00001d005784
GRMZM2G115960	Zm00001d040535	Zm00001d040536
GRMZM2G116063	Zm00001d042821
GRMZM2G116557	Zm00001d011953
GRMZM2G116638	Zm00001d030500
GRMZM2G116646	Zm00001d041277
GRMZM2G116658	Zm00001d021236
GRMZM2G116785	Zm00001d037098
GRMZM2G117007	Zm00001d010956
GRMZM2G117108	Zm00001d017164
GRMZM2G117164	Zm00001d017422
GRMZM2G117193	Zm00001d032190
GRMZM2G117244	Zm00001d020569
GRMZM2G117497	Zm00001d039049
GRMZM2G117851	Zm00001d043992
GRMZM2G117854	Zm00001d038546
GRMZM2G117949	Zm00001d047123
GRMZM2G117961	Zm00001d035053
GRMZM2G118047	Zm00001d046299
GRMZM2G118214	Zm00001d023539
GRMZM2G118250	Zm00001d042560
GRMZM2G118453	Zm00001d012749
GRMZM2G118485	Zm00001d028269
GRMZM2G118690	Zm00001d045477
GRMZM2G118693	Zm00001d051458
GRMZM2G118870	Zm00001d050669
GRMZM2G118884	Zm00001d014765
GRMZM2G119133	Zm00001d016784
GRMZM2G119640	Zm00001d053841
GRMZM2G119693	Zm00001d009435
GRMZM2G119823	Zm00001d025141
GRMZM2G119865	Zm00001d036298
GRMZM2G119999	Zm00001d030532
GRMZM2G120021	Zm00001d033412
GRMZM2G120151	Zm00001d038683
GRMZM2G120167	Zm00001d049135
GRMZM2G120320	Zm00001d015515
GRMZM2G120740	Zm00001d025060
GRMZM2G120794	Zm00001d020573	Zm00001d020574
GRMZM2G121111	Zm00001d024809
GRMZM2G121487	Zm00001d038197
GRMZM2G121570	Zm00001d033265
GRMZM2G121753	Zm00001d043968
GRMZM2G122076	Zm00001d050310
GRMZM2G122537	Zm00001d035535
GRMZM2G122614	Zm00001d003011
GRMZM2G122615	Zm00001d043877
GRMZM2G122750	Zm00001d039002
GRMZM2G122846	Zm00001d051739
GRMZM2G122897	Zm00001d026351
GRMZM2G123094	Zm00001d031759
GRMZM2G123119	Zm00001d019734
GRMZM2G123140	Zm00001d030069
GRMZM2G123202	Zm00001d002843
GRMZM2G123246	Zm00001d049687
GRMZM2G123308	Zm00001d024532
GRMZM2G123387	Zm00001d002794
GRMZM2G123461	Zm00001d031225
GRMZM2G123667	Zm00001d000112
GRMZM2G123900	Zm00001d030727
GRMZM2G123909	Zm00001d043969
GRMZM2G124011	Zm00001d006170
GRMZM2G124037	Zm00001d006169
GRMZM2G124421	Zm00001d046967
GRMZM2G124476	Zm00001d026543
GRMZM2G124495	Zm00001d026542
GRMZM2G124524	Zm00001d005016
GRMZM2G124540	Zm00001d034160
GRMZM2G124566	Zm00001d051456
GRMZM2G124663	Zm00001d051697
GRMZM2G124715	Zm00001d004744
GRMZM2G125095	Zm00001d029749
GRMZM2G125239	Zm00001d053298
GRMZM2G125243	Zm00001d012553
GRMZM2G125294	Zm00001d009562
GRMZM2G125460	Zm00001d007033
GRMZM2G125501	Zm00001d006744
GRMZM2G125522	Zm00001d042830
GRMZM2G125596	Zm00001d052750
GRMZM2G125653	Zm00001d020492
GRMZM2G125704	Zm00001d002439
GRMZM2G125777	Zm00001d049913
GRMZM2G125934	Zm00001d006027
GRMZM2G125969	Zm00001d018941
GRMZM2G125976	Zm00001d038355
GRMZM2G126018	Zm00001d006028
GRMZM2G126148	Zm00001d053178
GRMZM2G126170	Zm00001d020046
GRMZM2G126194	Zm00001d025233
GRMZM2G126197	Zm00001d014378	Zm00001d014379
GRMZM2G126239	Zm00001d044081
GRMZM2G126566	Zm00001d020408
GRMZM2G126646	Zm00001d052133
GRMZM2G126808	Zm00001d028304
GRMZM2G126817	Zm00001d048347
GRMZM2G126827	Zm00001d015410
GRMZM2G126834	Zm00001d048046
GRMZM2G126936	Zm00001d048044
GRMZM2G126957	Zm00001d026305
GRMZM2G127064	Zm00001d037854
GRMZM2G127379	Zm00001d023294
GRMZM2G127490	Zm00001d024784
GRMZM2G127537	Zm00001d020670
GRMZM2G127857	Zm00001d051149
GRMZM2G128807	Zm00001d014814
GRMZM2G128953	Zm00001d047742
GRMZM2G129034	Zm00001d006094
GRMZM2G129147	Zm00001d026235	Zm00001d026236	Zm00001d026239	Zm00001d026240	Zm00001d026241	Zm00001d026242	Zm00001d026243
GRMZM2G129154	Zm00001d011881
GRMZM2G129247	Zm00001d038311
GRMZM2G129261	Zm00001d002654
GRMZM2G129311	Zm00001d021799
GRMZM2G129428	Zm00001d042686
GRMZM2G129674	Zm00001d027924
GRMZM2G129817	Zm00001d013265
GRMZM2G129872	Zm00001d028845
GRMZM2G130149	Zm00001d030678
GRMZM2G130374	Zm00001d030969
GRMZM2G130382	Zm00001d015381
GRMZM2G130442	Zm00001d049443
GRMZM2G130459	Zm00001d018050
GRMZM2G130854	Zm00001d006702
GRMZM2G131266	Zm00001d032144
GRMZM2G131281	Zm00001d021089
GRMZM2G131442	Zm00001d048647
GRMZM2G131476	Zm00001d030191
GRMZM2G131516	Zm00001d052380
GRMZM2G131897	Zm00001d030897
GRMZM2G131937	Zm00001d032179
GRMZM2G131961	Zm00001d002143
GRMZM2G131982	Zm00001d002806
GRMZM2G132057	Zm00001d052815
GRMZM2G132185	Zm00001d012585
GRMZM2G132223	Zm00001d012584
GRMZM2G132367	Zm00001d027991
GRMZM2G132550	Zm00001d037749
GRMZM2G132667	Zm00001d031544
GRMZM2G132693	Zm00001d040004
GRMZM2G132756	Zm00001d002732
GRMZM2G132794	Zm00001d029607
GRMZM2G132868	Zm00001d010168
GRMZM2G132971	Zm00001d034433
GRMZM2G133168	Zm00001d039424
GRMZM2G133169	Zm00001d033834
GRMZM2G133262	Zm00001d014723
GRMZM2G133331	Zm00001d037317
GRMZM2G133398	Zm00001d042396
GRMZM2G133646	Zm00001d040571
GRMZM2G133675	Zm00001d048901
GRMZM2G133806	Zm00001d012180
GRMZM2G133972	Zm00001d011537
GRMZM2G134073	Zm00001d011969
GRMZM2G134260	Zm00001d045398
GRMZM2G134279	Zm00001d047579
GRMZM2G134439	Zm00001d015603	Zm00001d015605
GRMZM2G134545	Zm00001d021591
GRMZM2G134687	Zm00001d010239
GRMZM2G134717	Zm00001d011555
GRMZM2G134735	Zm00001d031781
GRMZM2G134863	Zm00001d036736
GRMZM2G134866	Zm00001d005865
GRMZM2G134998	Zm00001d005566
GRMZM2G135018	Zm00001d003167	Zm00001d003168	Zm00001d003169
GRMZM2G135052	Zm00001d045581
GRMZM2G135381	Zm00001d010785
GRMZM2G135447	Zm00001d034212
GRMZM2G135452	Zm00001d035835
GRMZM2G135461	Zm00001d051154
GRMZM2G135703	Zm00001d042736
GRMZM2G135783	Zm00001d021285
GRMZM2G136266	Zm00001d023507
GRMZM2G136369	Zm00001d010758
GRMZM2G136494	Zm00001d026684
GRMZM2G136887	Zm00001d011252
GRMZM2G137046	Zm00001d015743
GRMZM2G137289	Zm00001d041587
GRMZM2G137341	Zm00001d017592
GRMZM2G137358	Zm00001d034503
GRMZM2G137374	Zm00001d027496
GRMZM2G137380	Zm00001d027497
GRMZM2G137387	Zm00001d018587	Zm00001d018588	Zm00001d018589
GRMZM2G137413	Zm00001d050781
GRMZM2G137426	Zm00001d017138
GRMZM2G137502	Zm00001d029512
GRMZM2G137510	Zm00001d023736
GRMZM2G137532	Zm00001d005962
GRMZM2G137541	Zm00001d005964
GRMZM2G137736	Zm00001d025051
GRMZM2G137802	Zm00001d011133
GRMZM2G138340	Zm00001d034571
GRMZM2G138396	Zm00001d005892
GRMZM2G138421	Zm00001d012916
GRMZM2G138427	Zm00001d053210
GRMZM2G138454	Zm00001d005891
GRMZM2G138455	Zm00001d032999
GRMZM2G138683	Zm00001d051550
GRMZM2G138967	Zm00001d011771
GRMZM2G139024	Zm00001d014132	Zm00001d014133
GRMZM2G139073	Zm00001d036425
GRMZM2G139082	Zm00001d046913
GRMZM2G139160	Zm00001d012605
GRMZM2G139174	Zm00001d039119
GRMZM2G139369	Zm00001d008648
GRMZM2G139372	Zm00001d053895
GRMZM2G139535	Zm00001d020714
GRMZM2G139688	Zm00001d043131
GRMZM2G139700	Zm00001d041791
GRMZM2G139740	Zm00001d050787
GRMZM2G139765	Zm00001d017366
GRMZM2G139815	Zm00001d020136
GRMZM2G139963	Zm00001d027852
GRMZM2G140016	Zm00001d050730
GRMZM2G140033	Zm00001d051865
GRMZM2G140083	Zm00001d010998
GRMZM2G140085	Zm00001d052463
GRMZM2G140094	Zm00001d052464
GRMZM2G140355	Zm00001d046402
GRMZM2G140669	Zm00001d017409
GRMZM2G140694	Zm00001d017788
GRMZM2G140901	Zm00001d051956
GRMZM2G141031	Zm00001d020683
GRMZM2G141219	Zm00001d020540
GRMZM2G141299	Zm00001d043474
GRMZM2G141638	Zm00001d042492
GRMZM2G141679	Zm00001d020267
GRMZM2G141955	Zm00001d031109
GRMZM2G142179	Zm00001d039324
GRMZM2G142502	Zm00001d005323
GRMZM2G142718	Zm00001d026628
GRMZM2G142751	Zm00001d037221
GRMZM2G142932	Zm00001d006578
GRMZM2G142962	Zm00001d031745
GRMZM2G142999	Zm00001d047359
GRMZM2G143046	Zm00001d030644
GRMZM2G143204	Zm00001d034073
GRMZM2G143205	Zm00001d003958
GRMZM2G143274	Zm00001d008695
GRMZM2G143328	Zm00001d044107
GRMZM2G143433	Zm00001d015815
GRMZM2G143640	Zm00001d012285
GRMZM2G143718	Zm00001d021278
GRMZM2G143723	Zm00001d039467
GRMZM2G143765	Zm00001d035323
GRMZM2G144172	Zm00001d012963
GRMZM2G144188	Zm00001d012963
GRMZM2G144275	Zm00001d021019
GRMZM2G144346	Zm00001d033719
GRMZM2G144480	Zm00001d052807
GRMZM2G144744	Zm00001d033680
GRMZM2G145041	Zm00001d014863
GRMZM2G145146	Zm00001d020763
GRMZM2G145444	Zm00001d015614
GRMZM2G145554	Zm00001d011413
GRMZM2G145568	Zm00001d047752
GRMZM2G145579	Zm00001d049870
GRMZM2G145690	Zm00001d018225
GRMZM2G146018	Zm00001d041919
GRMZM2G146020	Zm00001d041920
GRMZM2G146028	Zm00001d053707
GRMZM2G146283	Zm00001d005100
GRMZM2G146286	Zm00001d032328
GRMZM2G146380	Zm00001d016950
GRMZM2G146514	Zm00001d049223
GRMZM2G146688	Zm00001d007840
GRMZM2G147152	Zm00001d004681
GRMZM2G147346	Zm00001d032694
GRMZM2G147424	Zm00001d025339
GRMZM2G147623	Zm00001d004541
GRMZM2G147685	Zm00001d003677
GRMZM2G147698	Zm00001d029293
GRMZM2G147712	Zm00001d050242
GRMZM2G147716	Zm00001d022088
GRMZM2G147867	Zm00001d038207
GRMZM2G147880	Zm00001d013307
GRMZM2G148022	Zm00001d012725
GRMZM2G148074	Zm00001d029934
GRMZM2G148087	Zm00001d043025
GRMZM2G148098	Zm00001d013547
GRMZM2G148220	Zm00001d031591
GRMZM2G148333	Zm00001d005798
GRMZM2G148467	Zm00001d026175
GRMZM2G148506	Zm00001d026355
GRMZM2G148561	Zm00001d050195
GRMZM2G148693	Zm00001d007949
GRMZM2G148723	Zm00001d039271	Zm00001d039272	Zm00001d039273
GRMZM2G148772	Zm00001d015468
GRMZM2G148940	Zm00001d046441
GRMZM2G149040	Zm00001d022442
GRMZM2G149150	Zm00001d052725
GRMZM2G149219	Zm00001d033471
GRMZM2G149347	Zm00001d039101
GRMZM2G149590	Zm00001d025275
GRMZM2G149683	Zm00001d011403
GRMZM2G149756	Zm00001d042717
GRMZM2G149940	Zm00001d001838
GRMZM2G149958	Zm00001d001837
GRMZM2G150011	Zm00001d020037
GRMZM2G150260	Zm00001d044117
GRMZM2G150262	Zm00001d026587
GRMZM2G150327	Zm00001d030232
GRMZM2G150594	Zm00001d047921
GRMZM2G150680	Zm00001d024488
GRMZM2G150729	Zm00001d028664
GRMZM2G150776	Zm00001d020575
GRMZM2G150841	Zm00001d022259
GRMZM2G151205	Zm00001d011739
GRMZM2G151266	Zm00001d034515
GRMZM2G151295	Zm00001d047519
GRMZM2G151309	Zm00001d009030
GRMZM2G151407	Zm00001d020881
GRMZM2G151444	Zm00001d039584
GRMZM2G151542	Zm00001d011499
GRMZM2G151689	Zm00001d046740
GRMZM2G151763	Zm00001d043950
GRMZM2G151811	Zm00001d022530
GRMZM2G152172	Zm00001d027587
GRMZM2G152319	Zm00001d047960
GRMZM2G152415	Zm00001d044850
GRMZM2G152543	Zm00001d032182
GRMZM2G152661	Zm00001d025235
GRMZM2G152822	Zm00001d019101
GRMZM2G152862	Zm00001d010232
GRMZM2G153144	Zm00001d015118
GRMZM2G153233	Zm00001d032683
GRMZM2G153333	Zm00001d038225
GRMZM2G153454	Zm00001d021748
GRMZM2G153575	Zm00001d006331
GRMZM2G153594	Zm00001d030518
GRMZM2G153754	Zm00001d018930
GRMZM2G154029	Zm00001d047216
GRMZM2G154182	Zm00001d008403
GRMZM2G154320	Zm00001d033335
GRMZM2G154641	Zm00001d042864
GRMZM2G155043	Zm00001d033413
GRMZM2G155217	Zm00001d002200
GRMZM2G155252	Zm00001d035295
GRMZM2G155662	Zm00001d036148
GRMZM2G155762	Zm00001d026120
GRMZM2G155816	Zm00001d016119
GRMZM2G155980	Zm00001d034813
GRMZM2G156006	Zm00001d045120
GRMZM2G156016	Zm00001d043500
GRMZM2G156348	Zm00001d002424
GRMZM2G156529	Zm00001d037054
GRMZM2G156737	Zm00001d049889
GRMZM2G156756	Zm00001d034730
GRMZM2G156977	Zm00001d002285
